"transaction_id","account_id","amount","currency","tx_type","status","event_timestamp","source_lsn","is_deleted","_updated_at"
"T-003080031","C1414411897","113399.73","EUR","CASH_IN","SETTLED","2026-01-04 09:00:00.000000 UTC","9006","false","2026-09-07 06:43:43.859721 UTC"
"T-006130030","C1509270390","315257.69","USD","CASH_OUT","SETTLED","2026-01-07 13:00:00.000000 UTC","17407","false","2026-09-07 06:44:10.894167 UTC"
"T-006010041","C1547596072","5268.25","EUR","PAYMENT","SETTLED","2026-01-07 01:00:00.000000 UTC","16209","false","2026-09-07 06:44:10.894167 UTC"
"T-006020026","C1556004794","371417.60","USD","TRANSFER","SETTLED","2026-01-07 03:00:00.000000 UTC","16451","false","2026-09-07 06:44:10.894167 UTC"
"T-006200003","C1573832937","5672.99","USD","PAYMENT","SETTLED","2026-01-07 21:00:00.000000 UTC","18182","false","2026-09-07 06:44:10.894167 UTC"
"T-006170001","C1576756693","8976.18","USD","PAYMENT","SETTLED","2026-01-07 22:00:00.000000 UTC","18274","false","2026-09-07 06:44:10.894167 UTC"
"T-006100004","C1584929615","14463.47","USD","PAYMENT","SETTLED","2026-01-07 10:00:00.000000 UTC","17080","false","2026-09-07 06:44:10.894167 UTC"
"T-006160027","C1597751577","104669.17","EUR","CASH_OUT","SETTLED","2026-01-07 16:00:00.000000 UTC","17715","false","2026-09-07 06:44:10.894167 UTC"
"T-006170039","C1602314131","5961.64","EUR","PAYMENT","SETTLED","2026-01-07 23:00:00.000000 UTC","18385","false","2026-09-07 06:44:10.894167 UTC"
"T-006130029","C1613658782","10754.33","GBP","CASH_OUT","SETTLED","2026-01-07 15:00:00.000000 UTC","17558","false","2026-09-07 06:44:10.894167 UTC"
"T-006010024","C1708850768","20439.44","GBP","CASH_IN","SETTLED","2026-01-07 01:00:00.000000 UTC","16229","false","2026-09-07 06:44:10.894167 UTC"
"T-005230011","C1732123890","6188.09","GBP","PAYMENT","SETTLED","2026-01-07 03:00:00.000000 UTC","16422","false","2026-09-07 06:44:10.894167 UTC"
"T-006200000","C1733034446","14279.36","EUR","PAYMENT","SETTLED","2026-01-07 20:00:00.000000 UTC","18085","false","2026-09-07 06:44:10.894167 UTC"
"T-006150041","C174933319","18019.00","EUR","CASH_OUT","SETTLED","2026-01-07 19:00:00.000000 UTC","17998","false","2026-09-07 06:44:10.894167 UTC"
"T-006030000","C1790748582","594.83","USD","PAYMENT","SETTLED","2026-01-07 03:00:00.000000 UTC","16453","false","2026-09-07 06:44:10.894167 UTC"
"T-005200011","C1915567579","123295.69","USD","CASH_IN","SETTLED","2026-01-07 01:00:00.000000 UTC","16220","false","2026-09-07 06:44:10.894167 UTC"
"T-006200004","C1934897224","14978.23","EUR","PAYMENT","SETTLED","2026-01-07 20:00:00.000000 UTC","18099","false","2026-09-07 06:44:10.894167 UTC"
"T-003010044","C142871704","12798.31","GBP","PAYMENT","SETTLED","2026-01-04 01:00:00.000000 UTC","8196","false","2026-09-07 06:43:43.859721 UTC"
"T-003120012","C1472904643","3236.73","GBP","PAYMENT","PENDING","2026-01-04 12:00:00.000000 UTC","9201","false","2026-09-07 06:43:43.859721 UTC"
"T-003020017","C1494051958","50662.63","USD","TRANSFER","SETTLED","2026-01-04 02:00:00.000000 UTC","8319","false","2026-09-07 06:43:43.859721 UTC"
"T-002220039","C1544765522","166630.82","GBP","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8076","false","2026-09-07 06:43:43.859721 UTC"
"T-003170039","C1558127130","31416.69","GBP","CASH_IN","SETTLED","2026-01-04 17:00:00.000000 UTC","9876","false","2026-09-07 06:43:43.859721 UTC"
"T-003080042","C1560244891","100669.53","GBP","CASH_IN","SETTLED","2026-01-04 11:00:00.000000 UTC","9173","false","2026-09-07 06:43:43.859721 UTC"
"T-003080037","C1590292218","196821.07","GBP","CASH_IN","SETTLED","2026-01-04 09:00:00.000000 UTC","8986","false","2026-09-07 06:43:43.859721 UTC"
"T-003160060","C1602764176","122539.12","USD","CASH_IN","SETTLED","2026-01-04 16:00:00.000000 UTC","9732","false","2026-09-07 06:43:43.859721 UTC"
"T-002230008","C1615668218","326468.84","USD","CASH_IN","SETTLED","2026-01-04 01:00:00.000000 UTC","8218","false","2026-09-07 06:43:43.859721 UTC"
"T-003000030","C1689169705","22608.48","EUR","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8059","false","2026-09-07 06:43:43.859721 UTC"
"T-003000032","C1702481339","162183.14","GBP","CASH_IN","SETTLED","2026-01-04 01:00:00.000000 UTC","8221","false","2026-09-07 06:43:43.859721 UTC"
"T-003000044","C1703458581","2620.17","USD","PAYMENT","SETTLED","2026-01-04 02:00:00.000000 UTC","8291","false","2026-09-07 06:43:43.859721 UTC"
"T-003100039","C1768926513","27484.12","GBP","PAYMENT","SETTLED","2026-01-04 10:00:00.000000 UTC","9092","false","2026-09-07 06:43:43.859721 UTC"
"T-003210015","C1771965424","103759.56","USD","TRANSFER","SETTLED","2026-01-04 21:00:00.000000 UTC","10354","false","2026-09-07 06:43:43.859721 UTC"
"T-003030044","C1777112002","75925.56","USD","CASH_OUT","SETTLED","2026-01-04 03:00:00.000000 UTC","8443","false","2026-09-07 06:43:43.859721 UTC"
"T-003080001","C1791253516","2946.80","EUR","PAYMENT","SETTLED","2026-01-04 08:00:00.000000 UTC","8886","false","2026-09-07 06:43:43.859721 UTC"
"T-006040024","C1939291767","1790.23","USD","PAYMENT","SETTLED","2026-01-07 06:00:00.000000 UTC","16694","false","2026-09-07 06:44:10.894167 UTC"
"T-006210000","C205413948","9854.52","USD","PAYMENT","PENDING","2026-01-07 21:00:00.000000 UTC","18124","false","2026-09-07 06:44:10.894167 UTC"
"T-006020023","C2065373060","22094.36","GBP","PAYMENT","SETTLED","2026-01-07 04:00:00.000000 UTC","16549","false","2026-09-07 06:44:10.894167 UTC"
"T-006020053","C2105051301","1278.75","USD","PAYMENT","SETTLED","2026-01-07 02:00:00.000000 UTC","16381","false","2026-09-07 06:44:10.894167 UTC"
"T-006000010","C214869182","10115.13","USD","PAYMENT","SETTLED","2026-01-07 01:00:00.000000 UTC","16214","false","2026-09-07 06:44:10.894167 UTC"
"T-006060003","C280026426","3788.13","GBP","PAYMENT","SETTLED","2026-01-07 07:00:00.000000 UTC","16809","false","2026-09-07 06:44:10.894167 UTC"
"T-006190005","C289049029","2420.65","USD","PAYMENT","SETTLED","2026-01-07 19:00:00.000000 UTC","18020","false","2026-09-07 06:44:10.894167 UTC"
"T-006080002","C336982413","1970.73","USD","DEBIT","SETTLED","2026-01-07 08:00:00.000000 UTC","16908","false","2026-09-07 06:44:10.894167 UTC"
"T-006180050","C363529313","154960.56","USD","CASH_OUT","SETTLED","2026-01-07 20:00:00.000000 UTC","18083","false","2026-09-07 06:44:10.894167 UTC"
"T-006090012","C38709021","170.96","USD","PAYMENT","SETTLED","2026-01-07 11:00:00.000000 UTC","17180","false","2026-09-07 06:44:10.894167 UTC"
"T-006140000","C409286572","67152.15","USD","CASH_OUT","SETTLED","2026-01-07 15:00:00.000000 UTC","17554","false","2026-09-07 06:44:10.894167 UTC"
"T-006030016","C422635759","16525.68","EUR","PAYMENT","SETTLED","2026-01-07 04:00:00.000000 UTC","16548","false","2026-09-07 06:44:10.894167 UTC"
"T-006110020","C427354807","35458.80","EUR","CASH_IN","SETTLED","2026-01-07 12:00:00.000000 UTC","17275","false","2026-09-07 06:44:10.894167 UTC"
"T-006030019","C440755362","973.96","GBP","PAYMENT","SETTLED","2026-01-07 04:00:00.000000 UTC","16521","false","2026-09-07 06:44:10.894167 UTC"
"T-006080043","C467058608","20251.95","EUR","PAYMENT","SETTLED","2026-01-07 08:00:00.000000 UTC","16887","false","2026-09-07 06:44:10.894167 UTC"
"T-006070057","C495367734","8251.18","EUR","PAYMENT","SETTLED","2026-01-07 09:00:00.000000 UTC","16980","false","2026-09-07 06:44:10.894167 UTC"
"T-006020016","C49820775","930.35","GBP","PAYMENT","SETTLED","2026-01-07 02:00:00.000000 UTC","16335","false","2026-09-07 06:44:10.894167 UTC"
"T-006130032","C503133749","156151.52","EUR","CASH_OUT","SETTLED","2026-01-07 13:00:00.000000 UTC","17421","false","2026-09-07 06:44:10.894167 UTC"
"T-006110027","C536160881","191862.15","EUR","CASH_IN","SETTLED","2026-01-07 11:00:00.000000 UTC","17163","false","2026-09-07 06:44:10.894167 UTC"
"T-006130051","C572980523","248431.72","EUR","CASH_OUT","SETTLED","2026-01-07 14:00:00.000000 UTC","17469","false","2026-09-07 06:44:10.894167 UTC"
"T-006040039","C576229564","9280.72","GBP","PAYMENT","SETTLED","2026-01-07 05:00:00.000000 UTC","16617","false","2026-09-07 06:44:10.894167 UTC"
"T-006230058","C584782582","1536.68","GBP","PAYMENT","SETTLED","2026-01-07 23:00:00.000000 UTC","18419","false","2026-09-07 06:44:10.894167 UTC"
"T-006010000","C588125755","7090.13","USD","PAYMENT","SETTLED","2026-01-07 01:00:00.000000 UTC","16199","false","2026-09-07 06:44:10.894167 UTC"
"T-006060018","C629230908","255588.22","EUR","TRANSFER","SETTLED","2026-01-07 08:00:00.000000 UTC","16893","false","2026-09-07 06:44:10.894167 UTC"
"T-006200036","C646492862","14436.95","USD","PAYMENT","SETTLED","2026-01-07 20:00:00.000000 UTC","18114","false","2026-09-07 06:44:10.894167 UTC"
"T-006050008","C661565357","787766.57","USD","TRANSFER","SETTLED","2026-01-07 06:00:00.000000 UTC","16700","false","2026-09-07 06:44:10.894167 UTC"
"T-006100026","C665690344","297193.49","GBP","TRANSFER","SETTLED","2026-01-07 10:00:00.000000 UTC","17091","false","2026-09-07 06:44:10.894167 UTC"
"T-006080045","C724826016","4073.20","GBP","PAYMENT","SETTLED","2026-01-07 08:00:00.000000 UTC","16883","false","2026-09-07 06:44:10.894167 UTC"
"T-006110030","C800413160","62915.49","EUR","CASH_IN","SETTLED","2026-01-07 16:00:00.000000 UTC","17698","false","2026-09-07 06:44:10.894167 UTC"
"T-006130022","C834072264","253387.93","USD","CASH_OUT","SETTLED","2026-01-07 13:00:00.000000 UTC","17372","false","2026-09-07 06:44:10.894167 UTC"
"T-005160034","C876994034","14021.39","EUR","PAYMENT","SETTLED","2026-01-07 01:00:00.000000 UTC","16224","false","2026-09-07 06:44:10.894167 UTC"
"T-006170033","C88544066","5044.45","GBP","PAYMENT","SETTLED","2026-01-07 20:00:00.000000 UTC","18102","false","2026-09-07 06:44:10.894167 UTC"
"T-003230002","C1805672623","5188.61","EUR","PAYMENT","SETTLED","2026-01-04 23:00:00.000000 UTC","10584","false","2026-09-07 06:43:43.859721 UTC"
"T-003200069","C181097736","6453.51","USD","PAYMENT","SETTLED","2026-01-04 22:00:00.000000 UTC","10437","false","2026-09-07 06:43:43.859721 UTC"
"T-003010014","C1828884696","12240.34","USD","PAYMENT","SETTLED","2026-01-04 01:00:00.000000 UTC","8191","false","2026-09-07 06:43:43.859721 UTC"
"T-003140030","C1844941220","86070.17","GBP","TRANSFER","SETTLED","2026-01-04 14:00:00.000000 UTC","9474","false","2026-09-07 06:43:43.859721 UTC"
"T-003080025","C1867568476","106343.20","USD","CASH_IN","SETTLED","2026-01-04 08:00:00.000000 UTC","8908","false","2026-09-07 06:43:43.859721 UTC"
"T-003070023","C1871838170","3068.79","USD","PAYMENT","SETTLED","2026-01-04 15:00:00.000000 UTC","9636","false","2026-09-07 06:43:43.859721 UTC"
"T-003200020","C1880959833","2305.22","EUR","PAYMENT","SETTLED","2026-01-04 21:00:00.000000 UTC","10308","false","2026-09-07 06:43:43.859721 UTC"
"T-003120068","C1901272535","1027611.05","GBP","TRANSFER","SETTLED","2026-01-04 13:00:00.000000 UTC","9396","false","2026-09-07 06:43:43.859721 UTC"
"T-003000026","C1911008699","23641.67","GBP","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8046","false","2026-09-07 06:43:43.859721 UTC"
"T-003000000","C1958242673","931.78","USD","PAYMENT","SETTLED","2026-01-04 01:00:00.000000 UTC","8163","false","2026-09-07 06:43:43.859721 UTC"
"T-003230012","C1961805376","2329.14","GBP","DEBIT","SETTLED","2026-01-04 23:00:00.000000 UTC","10615","false","2026-09-07 06:43:43.859721 UTC"
"T-003230049","C198341554","4754.82","USD","PAYMENT","SETTLED","2026-01-04 23:00:00.000000 UTC","10604","false","2026-09-07 06:43:43.859721 UTC"
"T-003020005","C2045560071","18873.10","USD","TRANSFER","SETTLED","2026-01-04 02:00:00.000000 UTC","8278","false","2026-09-07 06:43:43.859721 UTC"
"T-003100040","C2053425932","3455.87","USD","PAYMENT","SETTLED","2026-01-04 11:00:00.000000 UTC","9174","false","2026-09-07 06:43:43.859721 UTC"
"T-002230027","C2120532393","6745.40","EUR","PAYMENT","SETTLED","2026-01-04 00:00:00.000000 UTC","8036","false","2026-09-07 06:43:43.859721 UTC"
"T-003130046","C2121560119","3350.15","GBP","CASH_OUT","SETTLED","2026-01-04 14:00:00.000000 UTC","9485","false","2026-09-07 06:43:43.859721 UTC"
"T-003170049","C2121754508","12163.38","USD","CASH_IN","SETTLED","2026-01-04 18:00:00.000000 UTC","9992","false","2026-09-07 06:43:43.859721 UTC"
"T-003000004","C2138697198","323385.62","GBP","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8033","false","2026-09-07 06:43:43.859721 UTC"
"T-003090016","C227005513","3523.06","USD","CASH_IN","SETTLED","2026-01-04 09:00:00.000000 UTC","9008","false","2026-09-07 06:43:43.859721 UTC"
"T-003170012","C262926126","17431.43","USD","CASH_IN","SETTLED","2026-01-04 17:00:00.000000 UTC","9860","false","2026-09-07 06:43:43.859721 UTC"
"T-003110015","C326362094","27032.59","GBP","PAYMENT","SETTLED","2026-01-04 11:00:00.000000 UTC","9148","false","2026-09-07 06:43:43.859721 UTC"
"T-003080016","C328140385","1602.10","GBP","PAYMENT","SETTLED","2026-01-04 08:00:00.000000 UTC","8897","false","2026-09-07 06:43:43.859721 UTC"
"T-003080008","C351297720","10000000.00","USD","CASH_OUT","SETTLED","2026-01-04 08:00:00.000000 UTC","8920","false","2026-09-07 06:43:43.859721 UTC"
"T-003030012","C366023886","409.74","GBP","PAYMENT","SETTLED","2026-01-04 04:00:00.000000 UTC","8523","false","2026-09-07 06:43:43.859721 UTC"
"T-003000021","C428061834","229961.93","GBP","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8027","false","2026-09-07 06:43:43.859721 UTC"
"T-003190039","C433767126","211418.41","USD","CASH_OUT","SETTLED","2026-01-04 21:00:00.000000 UTC","10347","false","2026-09-07 06:43:43.859721 UTC"
"T-003030045","C436126678","226424.35","EUR","CASH_OUT","SETTLED","2026-01-04 05:00:00.000000 UTC","8610","false","2026-09-07 06:43:43.859721 UTC"
"T-003070048","C445726857","7331.37","USD","PAYMENT","SETTLED","2026-01-04 09:00:00.000000 UTC","8998","false","2026-09-07 06:43:43.859721 UTC"
"T-003120025","C54440148","14237.75","EUR","TRANSFER","PENDING","2026-01-04 12:00:00.000000 UTC","9214","false","2026-09-07 06:43:43.859721 UTC"
"T-003150008","C578458429","17384.73","EUR","TRANSFER","SETTLED","2026-01-04 15:00:00.000000 UTC","9608","false","2026-09-07 06:43:43.859721 UTC"
"T-003090008","C5998675","27850.03","GBP","CASH_IN","SETTLED","2026-01-04 10:00:00.000000 UTC","9091","false","2026-09-07 06:43:43.859721 UTC"
"T-003110002","C63015234","82208.35","GBP","TRANSFER","SETTLED","2026-01-04 11:00:00.000000 UTC","9169","false","2026-09-07 06:43:43.859721 UTC"
"T-006200007","C905774041","10236.70","USD","PAYMENT","SETTLED","2026-01-07 22:00:00.000000 UTC","18270","false","2026-09-07 06:44:10.894167 UTC"
"T-006160021","C912362299","713465.67","EUR","CASH_OUT","SETTLED","2026-01-07 16:00:00.000000 UTC","17666","false","2026-09-07 06:44:10.894167 UTC"
"T-005220026","C923117660","11587.98","USD","CASH_IN","SETTLED","2026-01-07 01:00:00.000000 UTC","16195","false","2026-09-07 06:44:10.894167 UTC"
"T-006190018","C961997107","252921.55","GBP","CASH_OUT","SETTLED","2026-01-07 19:00:00.000000 UTC","18022","false","2026-09-07 06:44:10.894167 UTC"
"T-006180039","C971578330","875756.90","USD","TRANSFER","SETTLED","2026-01-07 20:00:00.000000 UTC","18088","false","2026-09-07 06:44:10.894167 UTC"
"T-003080034","C651828130","107730.87","EUR","CASH_IN","SETTLED","2026-01-04 09:00:00.000000 UTC","8995","false","2026-09-07 06:43:43.859721 UTC"
"T-003100007","C678858277","165552.26","GBP","CASH_IN","SETTLED","2026-01-04 10:00:00.000000 UTC","9064","false","2026-09-07 06:43:43.859721 UTC"
"T-003140013","C683639513","1110.27","EUR","DEBIT","SETTLED","2026-01-04 16:00:00.000000 UTC","9727","false","2026-09-07 06:43:43.859721 UTC"
"T-003210056","C707492405","1119.39","EUR","PAYMENT","SETTLED","2026-01-04 22:00:00.000000 UTC","10467","false","2026-09-07 06:43:43.859721 UTC"
"T-003210063","C738695357","4021.67","GBP","PAYMENT","SETTLED","2026-01-04 21:00:00.000000 UTC","10363","false","2026-09-07 06:43:43.859721 UTC"
"T-003070031","C768702707","896.16","USD","DEBIT","SETTLED","2026-01-04 07:00:00.000000 UTC","8774","false","2026-09-07 06:43:43.859721 UTC"
"T-003010067","C771715205","12694.90","EUR","PAYMENT","SETTLED","2026-01-04 01:00:00.000000 UTC","8213","false","2026-09-07 06:43:43.859721 UTC"
"T-003030006","C833272193","37480.38","GBP","PAYMENT","SETTLED","2026-01-04 03:00:00.000000 UTC","8471","false","2026-09-07 06:43:43.859721 UTC"
"T-003170046","C83721081","17101.74","GBP","CASH_IN","SETTLED","2026-01-04 19:00:00.000000 UTC","10081","false","2026-09-07 06:43:43.859721 UTC"
"T-003010057","C869758554","2536.69","GBP","PAYMENT","SETTLED","2026-01-04 05:00:00.000000 UTC","8614","false","2026-09-07 06:43:43.859721 UTC"
"T-003020027","C872699266","279.84","USD","PAYMENT","SETTLED","2026-01-04 02:00:00.000000 UTC","8298","false","2026-09-07 06:43:43.859721 UTC"
"T-003100013","C883349979","297908.73","EUR","CASH_IN","SETTLED","2026-01-04 10:00:00.000000 UTC","9098","false","2026-09-07 06:43:43.859721 UTC"
"T-002220003","C906397479","278349.71","USD","CASH_OUT","SETTLED","2026-01-04 02:00:00.000000 UTC","8303","false","2026-09-07 06:43:43.859721 UTC"
"T-003170059","C929782962","140216.68","GBP","CASH_IN","SETTLED","2026-01-04 17:00:00.000000 UTC","9852","false","2026-09-07 06:43:43.859721 UTC"
"T-003200070","C985702731","2161.30","EUR","PAYMENT","SETTLED","2026-01-04 21:00:00.000000 UTC","10307","false","2026-09-07 06:43:43.859721 UTC"
"T-003030054","C988876043","18293.81","EUR","PAYMENT","SETTLED","2026-01-04 04:00:00.000000 UTC","8527","false","2026-09-07 06:43:43.859721 UTC"
"T-003160015","C998574047","2273.88","USD","PAYMENT","SETTLED","2026-01-04 18:00:00.000000 UTC","9988","false","2026-09-07 06:43:43.859721 UTC"
"T-003170002","C1051471498","354741.15","EUR","CASH_IN","SETTLED","2026-01-04 18:00:00.000000 UTC","9990","false","2026-09-07 06:43:43.859721 UTC"
"T-003010012","C1071550332","1806.31","EUR","DEBIT","SETTLED","2026-01-04 04:00:00.000000 UTC","8542","false","2026-09-07 06:43:43.859721 UTC"
"T-003220022","C1080743637","5172.58","EUR","PAYMENT","SETTLED","2026-01-04 22:00:00.000000 UTC","10443","false","2026-09-07 06:43:43.859721 UTC"
"T-003190026","C109978855","6016.97","GBP","PAYMENT","SETTLED","2026-01-04 20:00:00.000000 UTC","10192","false","2026-09-07 06:43:43.859721 UTC"
"T-002220033","C1106510750","138725.17","EUR","CASH_IN","SETTLED","2026-01-04 01:00:00.000000 UTC","8184","false","2026-09-07 06:43:43.859721 UTC"
"T-003000024","C1133617880","54663.15","GBP","CASH_IN","SETTLED","2026-01-04 03:00:00.000000 UTC","8452","false","2026-09-07 06:43:43.859721 UTC"
"T-003030068","C1149217113","2726.77","GBP","PAYMENT","SETTLED","2026-01-04 06:00:00.000000 UTC","8688","false","2026-09-07 06:43:43.859721 UTC"
"T-003010063","C1153180745","14225.59","GBP","PAYMENT","SETTLED","2026-01-04 01:00:00.000000 UTC","8214","false","2026-09-07 06:43:43.859721 UTC"
"T-003100033","C1155521880","1183.10","EUR","PAYMENT","SETTLED","2026-01-04 11:00:00.000000 UTC","9154","false","2026-09-07 06:43:43.859721 UTC"
"T-003170029","C1161209621","255710.36","EUR","CASH_IN","SETTLED","2026-01-04 17:00:00.000000 UTC","9847","false","2026-09-07 06:43:43.859721 UTC"
"T-003080047","C1174599796","38606.17","EUR","CASH_IN","SETTLED","2026-01-04 13:00:00.000000 UTC","9391","false","2026-09-07 06:43:43.859721 UTC"
"T-003120000","C1222908765","153161.06","GBP","CASH_OUT","SETTLED","2026-01-04 13:00:00.000000 UTC","9426","false","2026-09-07 06:43:43.859721 UTC"
"T-003010029","C1230507176","3720.12","EUR","PAYMENT","SETTLED","2026-01-04 03:00:00.000000 UTC","8409","false","2026-09-07 06:43:43.859721 UTC"
"T-003180009","C1253466407","281593.55","GBP","CASH_IN","SETTLED","2026-01-04 18:00:00.000000 UTC","9987","false","2026-09-07 06:43:43.859721 UTC"
"T-003150023","C1257319011","221605.71","USD","CASH_OUT","SETTLED","2026-01-04 15:00:00.000000 UTC","9626","false","2026-09-07 06:43:43.859721 UTC"
"T-003180039","C1264243462","4372.99","USD","PAYMENT","SETTLED","2026-01-04 23:00:00.000000 UTC","10578","false","2026-09-07 06:43:43.859721 UTC"
"T-003210032","C1290606579","3044.66","USD","PAYMENT","SETTLED","2026-01-04 23:00:00.000000 UTC","10580","false","2026-09-07 06:43:43.859721 UTC"
"T-003200066","C1294534487","5080.22","USD","PAYMENT","SETTLED","2026-01-04 20:00:00.000000 UTC","10183","false","2026-09-07 06:43:43.859721 UTC"
"T-002170042","C1326878729","168729.73","EUR","CASH_IN","SETTLED","2026-01-04 00:00:00.000000 UTC","8072","false","2026-09-07 06:43:43.859721 UTC"
"T-003070039","C1354510873","6078.00","EUR","PAYMENT","SETTLED","2026-01-04 07:00:00.000000 UTC","8789","false","2026-09-07 06:43:43.859721 UTC"
"T-003100019","C1360897103","107877.98","USD","CASH_IN","SETTLED","2026-01-04 10:00:00.000000 UTC","9082","false","2026-09-07 06:43:43.859721 UTC"
